No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),ペット可の根拠,広域自治体(日),Region (EN),市郡区(日),City/District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
74,ペンション,Pension,カピョングルレムドク愛犬ペンション カピョンジョム,Gapyeonggeullaemdok Dog Pension Gapyeongjeom,가평글램독애견펜션 가평점,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 가평읍 가화로 438-52,010-9196-2597,,https://site.onda.me/127867/,37.854398,127.508069,5.0,48,"https://www.google.com/maps/search/?api=1&query=37.854398,127.508069",펜션
75,ペンション,Pension,カピョンデンデンイ 愛犬プールヴィラペンション ブルー,Gapyeongdaengdaengi Dog Pool Villa Pension Blue,가평댕댕이 애견풀빌라펜션 블루,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 가평읍 잎너비길 17-192,1833-9306,,http://gioiapoolvilla.co.kr,37.85494,127.513145,4.7,33,"https://www.google.com/maps/search/?api=1&query=37.85494,127.513145",펜션
76,ペンション,Pension,コルドスプン愛犬プールヴィラ,Goldeuseupun Dog Pool Villa,골드스푼애견풀빌라,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 119-100,010-7313-9059,,http://골드스푼애견풀빌라.com,37.75718,127.373232,5.0,117,"https://www.google.com/maps/search/?api=1&query=37.75718,127.373232",펜션
77,ペンション,Pension,クルレムドク愛犬ペンション チョンピョンジョム,Geullaemdok Dog Pension Cheongpyeongjeom,글램독애견펜션 청평점,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 고재길 218-33,010-3590-2597,,https://site.onda.me/128658/,37.70212,127.511644,4.1,77,"https://www.google.com/maps/search/?api=1&query=37.70212,127.511644",펜션
78,ペンション,Pension,テンデンイ愛犬一棟貸しペンションポプル,Daengdaengi Dog Whole House Pension Peopeul,댕댕이애견독채펜션퍼플,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 조종면 와곡길 93-70,1833-9306,https://www.instagram.com/sosin_pension/,,37.870839,127.353224,5.0,69,"https://www.google.com/maps/search/?api=1&query=37.870839,127.353224",펜션
79,ペンション,Pension,テンデンイ愛犬ペンショングリーン,Daengdaengi Dog Pension Green,댕댕이애견펜션그린,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 가평읍 잎너비길 17-80,1833-9306,,https://marusanps.co.kr/,37.850365,127.509292,5.0,80,"https://www.google.com/maps/search/?api=1&query=37.850365,127.509292",펜션
80,宿泊施設,Accommodation,同伴84グランピング&プールヴィラカラバンペンション,Friendly 84 Glamping & Pool Villa Caravan Pension,동반84글램핑&풀빌라카라반펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 가평읍 태봉두밀로596번길 84,070-4630-6459,,https://dongban.co.kr/,37.811198,127.429707,5.0,5,"https://www.google.com/maps/search/?api=1&query=37.811198,127.429707",글램핑장
81,ペンション,Pension,トハミブチクビル,Deuhamibutikeubil,드하미부티크빌,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 북한강로 1493-52,010-5857-1493,,https://linktr.ee/dehami,37.653083,127.376485,4.6,176,"https://www.google.com/maps/search/?api=1&query=37.653083,127.376485",펜션
82,ペンション,Pension,モンベルリ愛犬プールヴィラ,Meongbaelli Dog Pool Villa,멍밸리애견풀빌라,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 수목원로164번길 16,010-5662-8910,,,37.762639,127.361856,3.2,33,"https://www.google.com/maps/search/?api=1&query=37.762639,127.361856",펜션
83,ペンション,Pension,モナコペンション,Monako Pension,모나코펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 252,010-9151-5687,,https://blog.naver.com/ahskzh5687,37.750549,127.364142,4.0,269,"https://www.google.com/maps/search/?api=1&query=37.750549,127.364142",펜션
84,ペンション,Pension,モモ愛犬プールヴィラ,Momo Dog Pool Villa,모모애견풀빌라,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 수목원로 170-5,010-8694-6334,,http://모모애견풀빌라.com/,37.763365,127.364222,5.0,119,"https://www.google.com/maps/search/?api=1&query=37.763365,127.364222",펜션
85,ペンション,Pension,モアイ 愛犬同伴プールヴィラペンション,Moai Dog Friendly Pool Villa Pension,모아이 애견동반풀빌라펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 수목원로164번길 29,010-3983-2789,,https://www.moaipetpoolvilla.co.kr/,37.761216,127.361504,,193,"https://www.google.com/maps/search/?api=1&query=37.761216,127.361504",펜션
86,ペンション,Pension,パビ愛犬プールヴィラ,Babi Dog Pool Villa,바비애견풀빌라,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 119-104,010-7903-1289,,http://xn--l89a28r0td9tcgb284fpu0a.com/,37.756849,127.372552,5.0,200,"https://www.google.com/maps/search/?api=1&query=37.756849,127.372552",펜션
87,ペンション,Pension,ポニハニ愛犬ペンション,Bonihani Dog Pension,보니하니애견펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 153-23,010-7397-1916,,http://www.보니하니애견펜션.com,37.755155,127.371886,4.4,90,"https://www.google.com/maps/search/?api=1&query=37.755155,127.371886",펜션
88,ペンション,Pension,ピビ&ションション伴侶犬ペンション,Bibi & Syongsyong Dog Pension,비비&숑숑반려견펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 청군로 1556,0503-7151-5975,,https://bibisyongsyong.com/,37.821767,127.321751,5.0,153,"https://www.google.com/maps/search/?api=1&query=37.821767,127.321751",펜션
89,ペンション,Pension,スイートモン,Sweet Mong,스위트몽,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 축령로 102,031-585-6155,,http://www.sweetmong.com,37.774586,127.360973,4.3,19,"https://www.google.com/maps/search/?api=1&query=37.774586,127.360973",펜션
90,ペンション,Pension,スペインマウル ラスブルランカス ペンション,Seupeinmaeul Raseubeullangkaseu Pension,스페인마을 라스블랑카스 펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 남이터길 54-12,0502-5553-7660,,http://lasblancas.co.kr,37.689444,127.371647,4.1,330,"https://www.google.com/maps/search/?api=1&query=37.689444,127.371647",펜션
91,ペンション,Pension,アト愛犬同伴ペンション,Ateu Dog Friendly Pension,아트애견동반펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 고재길 13-30,1833-9306,,http://art-petps.kr,37.714966,127.504527,3.8,12,"https://www.google.com/maps/search/?api=1&query=37.714966,127.504527",펜션
92,ペンション,Pension,オブルリホワイトペッ,Obeulli White Pet,오블리화이트펫,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 251,,,http://오블리.com,37.750058,127.364251,3.6,49,"https://www.google.com/maps/search/?api=1&query=37.750058,127.364251",펜션
93,カラバン,Caravan,オルデンカラバン&ペンション,Olden Caravan & Pension,올덴카라반&펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 고성리 22,010-4273-2588,,,37.702208,127.516967,,165,"https://www.google.com/maps/search/?api=1&query=37.702208,127.516967",카라반
94,ペンション,Pension,チェイモン愛犬ペンション,Jeimong Dog Pension,제이몽애견펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 청평면 호명리길 234,1833-9306,,https://jmongpet.co.kr,37.73412,127.471773,3.6,49,"https://www.google.com/maps/search/?api=1&query=37.73412,127.471773",펜션
95,ペンション,Pension,チェリモン愛犬プールヴィラ,Cherimong Dog Pool Villa,체리몽애견풀빌라,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 임초밤안골로 119-102,010-9295-2069,,http://체리몽애견풀빌라.com/,37.757204,127.37297,5.0,70,"https://www.google.com/maps/search/?api=1&query=37.757204,127.37297",펜션
96,ペンション,Pension,チェリスィ愛犬ペンション,Cheriswi Dog Pension,체리쉬애견펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 북면 가화로 2925,010-8914-5538,,,37.980509,127.446877,2.0,11,"https://www.google.com/maps/search/?api=1&query=37.980509,127.446877",펜션
97,ペンション,Pension,ポシーズンペルリ キェゴク愛犬ペンション,Po Season Baelli Gyegok Dog Pension,포시즌밸리 계곡애견펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 북면 백둔로 389,010-2565-9362,,,37.901569,127.46583,1.0,135,"https://www.google.com/maps/search/?api=1&query=37.901569,127.46583",펜션
98,ペンション,Pension,プルレイドク愛犬プールヴィラ,Peulleidok Dog Pool Villa,플레이독애견풀빌라,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 수목원로 391-25,010-7596-8373,https://www.instagram.com/_playdog/,,37.746514,127.35416,4.2,182,"https://www.google.com/maps/search/?api=1&query=37.746514,127.35416",펜션
99,ペンション,Pension,ハルガンアジ,Harugangaji,하루강아지,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 수목원로386번길 12-17,010-4046-4645,,,37.749139,127.352326,3.0,61,"https://www.google.com/maps/search/?api=1&query=37.749139,127.352326",펜션
100,ペンション,Pension,ハルプペンション,Hareup Pension,하릅펜션,地図データに明記,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 북면 백둔로 61-76,010-2653-3539,,http://www.hareup.co.kr,37.896204,127.493646,4.6,99,"https://www.google.com/maps/search/?api=1&query=37.896204,127.493646",펜션
101,ペンション,Pension,ハイモン愛犬ペンション,High Mong Dog Pension,하이몽애견펜션,店名から判断,京畿道,Gyeonggi-do,カピョン郡,Gapyeong-gun,경기 가평군 상면 축령로 171-24,1833-9306,,https://himongpension.kr/main.html,37.774836,127.356131,4.7,69,"https://www.google.com/maps/search/?api=1&query=37.774836,127.356131",펜션
102,ホテル,Hotel,ソノカム コヤン,Sonokam Goyang,소노캄 고양,地図データに明記,京畿道,Gyeonggi-do,コヤン市イルサンドン区,Goyang-si Ilsandong-gu,경기 고양시 일산동구 태극로 20,1588-4888,,https://www.sonohotelsresorts.com/calm_gy/,37.661925,126.750809,3.8,721,"https://www.google.com/maps/search/?api=1&query=37.661925,126.750809",소노호텔앤리조트
103,ホテル,Hotel,ソノペックラブエンリゾート コヤン,Sonopet Club Aen Resort Goyang,소노펫클럽앤리조트 고양,地図データに明記,京畿道,Gyeonggi-do,コヤン市イルサンドン区,Goyang-si Ilsandong-gu,경기 고양시 일산동구 태극로 20,031-927-7700,,,37.661925,126.750809,4.0,9,"https://www.google.com/maps/search/?api=1&query=37.661925,126.750809",소노호텔앤리조트
104,民宿,Minbak,チョンオンペンション,Jeongon Pension,정온펜션,地図データに明記,京畿道,Gyeonggi-do,クァンジュ市,Gwangju-si,경기 광주시 퇴촌면 갈올길11번길 38,0503-7152-5997,,http://jo-pension.co.kr,37.452879,127.335411,,16,"https://www.google.com/maps/search/?api=1&query=37.452879,127.335411",민박
105,モーテル,Motel,パバホホテル,Babaho Hotel,바바호호텔,地図データに明記,京畿道,Gyeonggi-do,ナミャンジュ市,Namyangju-si,경기 남양주시 별내면 청학로 61,031-841-4577,,,37.70655,127.119454,3.3,6,"https://www.google.com/maps/search/?api=1&query=37.70655,127.119454","여관,모텔"
106,ペンション,Pension,アッチュアッチュ リョカン,Ajjeuajjeu Ryokan,아쯔아쯔 료칸,地図データに明記,京畿道,Gyeonggi-do,トンドゥチョン市,Dongducheon-si,경기 동두천시 탑신로 239,,,https://azuazu.co.kr,37.896918,127.11726,2.9,126,"https://www.google.com/maps/search/?api=1&query=37.896918,127.11726",펜션
107,ホテル,Hotel,エルリスホテル,Aelliseu Hotel,앨리스호텔,地図データに明記,京畿道,Gyeonggi-do,スウォン市パルダル区,Suwon-si Paldal-gu,경기 수원시 팔달구 인계로94번길 39-10,031-222-7326,,,37.266029,127.027731,,30,"https://www.google.com/maps/search/?api=1&query=37.266029,127.027731",호텔
108,モーテル,Motel,イロホテル ウォルゴッジジョム,Iro Hotel Wolgotjijeom,이로호텔 월곶지점,地図データに明記,京畿道,Gyeonggi-do,シフン市,Siheung-si,경기 시흥시 월곶중앙로70번안길 12,031-311-7015,,,37.391136,126.741321,4.3,2,"https://www.google.com/maps/search/?api=1&query=37.391136,126.741321","여관,모텔"
109,ホテル,Hotel,ハウンドホテル コブクソムジョム,Haundeu Hotel Geobukseomjeom,하운드호텔 거북섬점,地図データに明記,京畿道,Gyeonggi-do,シフン市,Siheung-si,경기 시흥시 거북섬1길 19,031-431-3110,,https://blog.naver.com/houndhotel-turtle,37.32641,126.675509,4.4,172,"https://www.google.com/maps/search/?api=1&query=37.32641,126.675509",호텔
110,ペンション,Pension,"テブド ハイクルレス(タンチェ,ウォクシャプ)","Daebudo High Keullaeseu ( Danche , Wokeusyap )","대부도 하이클래스(단체,워크샵)",地図データに明記,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,경기 안산시 단원구 부흥로 287-173,010-2391-4744,,http://www.dbhighclass.com,37.221734,126.605218,,41,"https://www.google.com/maps/search/?api=1&query=37.221734,126.605218",펜션
111,ペンション,Pension,テブドバンヂッブル ペンション&カラバン,Daebudobanditbul Pension & Caravan,대부도반딧불 펜션&카라반,地図データに明記,京畿道,Gyeonggi-do,アンサン市タヌォン区,Ansan-si Danwon-gu,경기 안산시 단원구 돈지섬안길 16,010-6384-5629,,https://blog.naver.com/kcheenet,37.266966,126.560037,4.0,21,"https://www.google.com/maps/search/?api=1&query=37.266966,126.560037",펜션
112,ペンション,Pension,トルゴゲヒュペンション,Dolgogaehyu Pension,돌고개휴펜션,地図データに明記,京畿道,Gyeonggi-do,ヤンジュ市,Yangju-si,경기 양주시 장흥면 권율로309번길 260,010-4615-1516,,https://blog.naver.com/huepension1516,37.747723,126.948691,5.0,5,"https://www.google.com/maps/search/?api=1&query=37.747723,126.948691",펜션
113,ペンション,Pension,トキュブ 愛犬プールヴィラ,Deokyubeu Dog Pool Villa,더큐브 애견풀빌라,店名から判断,京畿道,Gyeonggi-do,ヤンピョン郡,Yangpyeong-gun,경기 양평군 단월면 양동로 223,010-9249-8654,,http://thecubepension.com,37.517565,127.680457,5.0,62,"https://www.google.com/maps/search/?api=1&query=37.517565,127.680457",펜션
