No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,最寄り駅(日),Nearest station (EN),駅まで(m),広域自治体(日),Region (EN),市郡区(日),City/District (EN),エリア(日),Area (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
39,カフェ/Cafe,オントルド チョンホヨク,UNTOLD,언톨드 천호역,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,チョンホ（千戸）,Cheonho,380,ソウル特別市,Seoul,江東区,Gangdong-gu,ソンネドン,Seongnae-dong,서울특별시 강동구 올림픽로60길 14 1층 101호,010-7634-3883,https://www.instagram.com/untold_388,,37.535104,127.12311,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.535104,127.12311",https://map.naver.com/p/search/언톨드%20천호역%20서울특별시%20강동구%20올림픽로60길%2014%201층%20101호,https://www.diningcode.com/profile.php?rid=QTnHm9L0bQys,"카페, 디저트"
40,カフェ/Cafe,エイチエムポセンド コドク,Eichiaempeosaendeu Godeok,에이치앰퍼샌드 고덕,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,サンイルドン（上一洞）,Sangil-dong,520,ソウル特別市,Seoul,江東区,Gangdong-gu,コドクドン,Godeok-dong,서울특별시 강동구 고덕로83길 156 1층,0502-5552-7087,,https://smartstore.naver.com/hampersand,37.561479,127.166326,店舗単位,5,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.561479,127.166326",https://map.naver.com/p/search/에이치앰퍼샌드%20고덕%20서울특별시%20강동구%20고덕로83길%20156%201층,https://www.diningcode.com/profile.php?rid=pKNqvoTBLc3S,"커피, 카페"
41,カフェ/Cafe,ウィルリオムコーヒー カンドングチョンヨク,Willieom Coffee Gangdonggucheongyeok,윌리엄커피 강동구청역,ブックカフェ,Book Cafe,カフェ・ブックカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,あり/Yes,カンドングチョン（江東区庁）,Gangdong-gu Office,270,ソウル特別市,Seoul,江東区,Gangdong-gu,ソンネドン,Seongnae-dong,서울특별시 강동구 풍성로 92 한스빌딩,02-472-4164,https://www.instagram.com/jyj_brunch_cafe,,37.532669,127.12246,店舗単位,3.2,9,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.532669,127.12246",https://map.naver.com/p/search/윌리엄커피%20강동구청역%20서울특별시%20강동구%20풍성로%2092%20한스빌딩,https://www.diningcode.com/profile.php?rid=3eygxpxwptmT,"카페, 북카페"
42,カフェ/Cafe,カフェ イユ アムサドン,Cafe Iyu Amsadong,카페 이유 암사동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,アムサ（岩寺）,Amsa,500,ソウル特別市,Seoul,江東区,Gangdong-gu,アムサドン,Amsa-dong,서울특별시 강동구 고덕로 52-18,070-8887-6262,https://instagram.com/cafe.leeu,,37.553899,127.130647,店舗単位,4,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.553899,127.130647",https://map.naver.com/p/search/카페%20이유%20암사동%20서울특별시%20강동구%20고덕로%2052-18,https://www.diningcode.com/profile.php?rid=2iuGWDJ5wwBW,"커피, 카페"
43,カフェ/Cafe,カフェソソ オルリムピク パークポレオン トゥンチョン,Cafe Soso Ollimpik Park Poreon Dunchon,카페소소 올림픽 파크포레온 둔촌,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,なし/No,トゥンチョノリュン（土村五輪）,Dunchon Oryun,90,ソウル特別市,Seoul,江東区,Gangdong-gu,トゥンチョンドン,Dunchon-dong,서울 강동구 양재대로 1300 올림픽 파크포레온 스테이션9 1층 124호,,,,37.520484,127.139029,店舗単位,4.5,2,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.520484,127.139029",https://map.naver.com/p/search/카페소소%20올림픽%20파크포레온%20둔촌%20서울%20강동구%20양재대로%201300%20올림픽%20파크포레온%20스테이션9%201층%20124호,https://www.diningcode.com/profile.php?rid=alcTRKQ8bP5c,"디저트, 카페"
44,ごはん/Meal,タイジュコーヒー カンドングチョンヨク,TIES COFFEE,타이즈커피 강동구청역,ブランチ,Brunch,カフェ・フレンチトースト,"Cafe, French Toast",店内OK / Indoors OK,あり/Yes,カンドングチョン（江東区庁）,Gangdong-gu Office,320,ソウル特別市,Seoul,江東区,Gangdong-gu,ソンネドン,Seongnae-dong,서울특별시 강동구 풍성로 99 1층,070-8211-0757,https://www.instagram.com/tiescoffee,,37.532612,127.123366,店舗単位,4.5,1,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.532612,127.123366",https://map.naver.com/p/search/타이즈커피%20강동구청역%20서울특별시%20강동구%20풍성로%2099%201층,https://www.diningcode.com/profile.php?rid=ukVJj9UFceJJ,"카페, 프렌치토스트"
45,ごはん/Meal,ヘイムシ チョンホ,haeimsi,해임시 천호,韓国料理,Korean,ワインバー・カンテンジャン,"Wine Bar, Soybean Stew",店内OK / Indoors OK,なし/No,チョンホ（千戸）,Cheonho,370,ソウル特別市,Seoul,江東区,Gangdong-gu,チョンホドン,Cheonho-dong,서울특별시 강동구 천호대로157길 26 4층,0507-1360-0065,https://instagram.com/haeimsi,,37.538855,127.127555,店舗単位,4.1,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.538855,127.127555",https://map.naver.com/p/search/해임시%20천호%20서울특별시%20강동구%20천호대로157길%2026%204층,https://www.diningcode.com/profile.php?rid=5URl9b2dfdHg,"와인바, 강된장"
46,ごはん/Meal,ララブレッド スユジョム,Rara Bread Suyujeom,라라브레드 수유점,イタリアン,Italian,コーヒー・パスタ,"Coffee, Pasta",店内OK / Indoors OK,あり/Yes,スユ（水踰）,Suyu,280,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 노해로14길 8 1층,,,,37.63941,127.023087,店舗単位,5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.63941,127.023087",https://map.naver.com/p/search/라라브레드%20수유점%20서울특별시%20강북구%20노해로14길%208%201층,https://www.diningcode.com/profile.php?rid=qTQdkZtTyhJ2,"커피, 파스타"
47,カフェ/Cafe,スェルィコーヒー スユ,shall we coffee,쉘위커피 수유,スイーツ,Sweets,コーヒー・クッキー,"Coffee, Cookie",店内OK / Indoors OK,なし/No,カオリ（加五里）,Gaori,600,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 노해로 90,02-903-1810,https://www.instagram.com/shall_we_coffee,,37.643576,127.023035,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.643576,127.023035",https://map.naver.com/p/search/쉘위커피%20수유%20서울특별시%20강북구%20노해로%2090,https://www.diningcode.com/profile.php?rid=oSw9WYyIHHgM,"커피, 쿠키"
48,ごはん/Meal,アジブランチ プクハンサン,Aji Brunch Bukhansan,아지브런치 북한산,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,4.19ミンジュミョジ（民主墓地）,April 19th National Cemetery,900,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 4.19로17길 14-1 1층,010-9869-0305,https://www.instagram.com/aji_brunch,,37.644284,127.005669,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.644284,127.005669",https://map.naver.com/p/search/아지브런치%20북한산%20서울특별시%20강북구%204.19로17길%2014-1%201층,https://www.diningcode.com/profile.php?rid=IEit8KzodhOe,브런치
49,ごはん/Meal,オアシス ミュジクポプ スユヨク,Oasiseu Myujikpeop Suyuyeok,오아시스 뮤직펍 수유역,バー・居酒屋,Bar & Pub,パブ・ミュージックパブ,"Pub, Music Pub",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,240,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 노해로8가길 34 2층,010-6752-1751,,https://naver.me/5OQyoHpw,37.639499,127.023754,店舗単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.639499,127.023754",https://map.naver.com/p/search/오아시스%20뮤직펍%20수유역%20서울특별시%20강북구%20노해로8가길%2034%202층,https://www.diningcode.com/profile.php?rid=NtEGHt229Qs4,"펍, 뮤직펍"
50,カフェ/Cafe,チムモンク カオリヨク,Chimmeongkeu Gaoriyeok,칩멍크 가오리역,ブックカフェ,Book Cafe,カフェ・ブックカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,なし/No,カオリ（加五里）,Gaori,370,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 삼양로98길 7 1층,0503-7150-9987,https://www.instagram.com/chipmunk_suyu,,37.638727,127.017648,店舗単位,4.7,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.638727,127.017648",https://map.naver.com/p/search/칩멍크%20가오리역%20서울특별시%20강북구%20삼양로98길%207%201층,https://www.diningcode.com/profile.php?rid=jEuqeII5AGWr,"카페, 북카페"
51,カフェ/Cafe,コム ポル コーヒー スユヨク,come for coffee,컴 폴 커피 수유역,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,スユ（水踰）,Suyu,410,ソウル特別市,Seoul,江北区,Gangbuk-gu,ポンドン,Beon-dong,서울특별시 강북구 덕릉로 130 1층 컴 폴 커피,070-7720-1028,https://www.instagram.com/come_for_coffee,,37.634841,127.028098,店舗単位,4.2,7,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.634841,127.028098",https://map.naver.com/p/search/컴%20폴%20커피%20수유역%20서울특별시%20강북구%20덕릉로%20130%201층%20컴%20폴%20커피,https://www.diningcode.com/profile.php?rid=84I7bTz17VV5,"커피, 카페"
52,カフェ/Cafe,チチル スユ,Titil Suyu,티틸 수유,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,スユ（水踰）,Suyu,280,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 노해로 42 2F,070-8836-5121,https://www.instagram.com/ttyl_seoul,,37.639125,127.022928,店舗単位,4.3,12,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.639125,127.022928",https://map.naver.com/p/search/티틸%20수유%20서울특별시%20강북구%20노해로%2042%202F,https://www.diningcode.com/profile.php?rid=OmmNzj9Z7Fa8,"카페, 디저트"
53,ごはん/Meal,パジョクチナ,Pajokuchina,파조쿠치나,イタリアン,Italian,パスタ・ワイン,"Pasta, Wine",店内OK / Indoors OK,なし/No,カオリ（加五里）,Gaori,480,ソウル特別市,Seoul,江北区,Gangbuk-gu,スユドン,Suyu-dong,서울특별시 강북구 인수봉로 239,070-4129-8640,,,37.640268,127.011567,店舗単位,4.9,6,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.640268,127.011567",https://map.naver.com/p/search/파조쿠치나%20서울특별시%20강북구%20인수봉로%20239,https://www.diningcode.com/profile.php?rid=YV1SYxGA5n6e,"파스타, 와인"
54,ごはん/Meal,ッカチジプ ッカチサニョクボンジョム,Kkachijip Kkachisanyeokbonjeom,까치집 까치산역본점,韓国料理,Korean,居酒屋・モダン韓国料理,"Bar, Modern Korean",店内OK / Indoors OK,なし/No,ッカチサン（山）,Kkachisan,390,ソウル特別市,Seoul,江西区,Gangseo-gu,ファゴクドン,Hwagok-dong,서울특별시 강서구 강서로5나길 16 1층,02-2138-2538,https://www.instagram.com/kkachijip/,,37.52871,126.847441,店舗単位,4.5,1,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.52871,126.847441",https://map.naver.com/p/search/까치집%20까치산역본점%20서울특별시%20강서구%20강서로5나길%2016%201층,https://www.diningcode.com/profile.php?rid=B3Bbh1cx5iDf,"술집, 퓨전한식"
55,ごはん/Meal,ト ワセボ マゴク,the whatever,더 왓에버 마곡,ブランチ,Brunch,ブランチ・ワイン,"Brunch, Wine",店内OK / Indoors OK,あり/Yes,マゴク（麻谷）,Magok,410,ソウル特別市,Seoul,江西区,Gangseo-gu,マゴクドン,Magok-dong,서울특별시 강서구 마곡중앙2로 15 테크노타워2 1층,02-6952-8577,https://www.instagram.com/thewhatever_seoul,,37.558257,126.828652,店舗単位,4.2,11,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.558257,126.828652",https://map.naver.com/p/search/더%20왓에버%20마곡%20서울특별시%20강서구%20마곡중앙2로%2015%20테크노타워2%201층,https://www.diningcode.com/profile.php?rid=ia1ceQzTXHbD,"브런치, 와인"
56,カフェ/Cafe,ムムム パルサン,Mumumu Balsan,무무무 발산,カフェ,Cafe,カフェ・オレンジビアンコ,"Cafe, Orange Bianco",店内OK / Indoors OK,あり/Yes,ウジャンサン（雨装山）,Ujangsan,560,ソウル特別市,Seoul,江西区,Gangseo-gu,ネバルサンドン,Naebalsan-dong,서울특별시 강서구 강서로47길 60 1층 카페 무무무,,https://www.instagram.com/cafe_moomoomoo,,37.553053,126.832835,店舗単位,4.6,5,軽飲食店,"https://www.google.com/maps/search/?api=1&query=37.553053,126.832835",https://map.naver.com/p/search/무무무%20발산%20서울특별시%20강서구%20강서로47길%2060%201층%20카페%20무무무,https://www.diningcode.com/profile.php?rid=64dZmzy35kN8,"카페, 오렌지비앙코"
57,カフェ/Cafe,プラウンッシ 2ホジョム,Beuraunssi 2 Hojeom,브라운씨 2호점,カフェ,Cafe,カフェ・カイマク,"Cafe, Kaymak",店内OK / Indoors OK,なし/No,ウジャンサン（雨装山）,Ujangsan,230,ソウル特別市,Seoul,江西区,Gangseo-gu,ネバルサンドン,Naebalsan-dong,서울특별시 강서구 강서로47가길 33 덕산빌딩 104호 브라운씨 카페,,https://www.instagram.com/brownccafe,,37.550947,126.835811,店舗単位,5,4,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.550947,126.835811",https://map.naver.com/p/search/브라운씨%202호점%20서울특별시%20강서구%20강서로47가길%2033%20덕산빌딩%20104호%20브라운씨%20카페,https://www.diningcode.com/profile.php?rid=cvTsIaC7HkXh,"카페, 카이막"
58,ごはん/Meal,ソウランシムジョンユク マゴクジョム,Seouransimjeongyuk Magokjeom,서울안심정육 마곡점,焼肉,Korean BBQ,焼肉・韓牛,"Korean BBQ, Korean Beef",店内OK / Indoors OK,なし/No,パルサン（鉢山）,Balsan,200,ソウル特別市,Seoul,江西区,Gangseo-gu,マゴクドン,Magok-dong,"서울특별시 강서구 마곡중앙6로 76-3 지하1층 B01호, B02호",0507-1369-3033,,https://naver.me/5AgVLqyR,37.559717,126.835795,店舗単位,3.6,3,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.559717,126.835795","https://map.naver.com/p/search/서울안심정육%20마곡점%20서울특별시%20강서구%20마곡중앙6로%2076-3%20지하1층%20B01호,%20B02호",https://www.diningcode.com/profile.php?rid=4Mb14kqmC4qc,"고깃집, 한우"
59,カフェ/Cafe,シムプルメト コーヒー ロースターズ SIMPLE MATTER,Simpeulmaeteo Coffee Roasters SIMPLE MATTER,심플매터 커피 로스터스 SIMPLE MATTER,コーヒー専門,Specialty Coffee,,,店内OK / Indoors OK,なし/No,ッカチサン（山）,Kkachisan,410,ソウル特別市,Seoul,江西区,Gangseo-gu,ファゴクドン,Hwagok-dong,서울특별시 강서구 강서로7길 31,,,,37.529259,126.843537,通り単位,,0,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.529259,126.843537",https://map.naver.com/p/search/심플매터%20커피%20로스터스%20SIMPLE%20MATTER%20서울특별시%20강서구%20강서로7길%2031,,
60,ごはん/Meal,アウオルッコルラ マゴク,Aueorukkolla Magok,아우어루꼴라 마곡,ピザ,Pizza,ピザ・プルコギピザ,"Pizza, Bulgogi Pizza",店内OK / Indoors OK,なし/No,マゴク（麻谷）,Magok,310,ソウル特別市,Seoul,江西区,Gangseo-gu,マゴクドン,Magok-dong,서울특별시 강서구 마곡중앙6로 10 1층 113호,010-5886-6027,,,37.560399,126.828229,店舗単位,4.6,8,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.560399,126.828229",https://map.naver.com/p/search/아우어루꼴라%20마곡%20서울특별시%20강서구%20마곡중앙6로%2010%201층%20113호,https://www.diningcode.com/profile.php?rid=014E8WhdwgXi,"피자, 불고기피자"
61,カフェ/Cafe,オロードサイド マゴク,Eo Road Side Magok,어로드사이드 마곡,カフェ,Cafe,カフェ・もちもちクッキー,"Cafe, Chewy Cookie",店内OK / Indoors OK,あり/Yes,マゴクナル（麻谷）,Magongnaru,130,ソウル特別市,Seoul,江西区,Gangseo-gu,マゴクドン,Magok-dong,서울특별시 강서구 마곡중앙5로 6 보타닉푸르지오시티 상가2층 226호,010-6381-3826,https://www.instagram.com/aroadsidecafe,,37.567177,126.827119,店舗単位,4.6,10,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.567177,126.827119",https://map.naver.com/p/search/어로드사이드%20마곡%20서울특별시%20강서구%20마곡중앙5로%206%20보타닉푸르지오시티%20상가2층%20226호,https://www.diningcode.com/profile.php?rid=XO8xFW0vqPYM,"카페, 두쫀쿠"
62,カフェ/Cafe,オボブルコーヒー パンファドン,abovl,어보블커피 방화동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,シンバンファ（新傍花）,Sinbanghwa,340,ソウル特別市,Seoul,江西区,Gangseo-gu,パンファドン,Banghwa-dong,서울특별시 강서구 양천로24길 66 1층,,,,37.570394,126.81533,店舗単位,4,2,一般飲食店,"https://www.google.com/maps/search/?api=1&query=37.570394,126.81533",https://map.naver.com/p/search/어보블커피%20방화동%20서울특별시%20강서구%20양천로24길%2066%201층,https://www.diningcode.com/profile.php?rid=w0jRtSpWLRoK,"커피, 카페"
