No,種別(日),Type (EN),名称(日本語読み),Name (English),名称(ハングル),24時間,市郡区(日),District (EN),住所(ハングル),電話,Instagram,公式サイト,緯度,経度,評価,口コミ数,Googleマップ,カテゴリ原文(韓)
92,動物病院,Veterinary clinic,プルラリス動物医療センター,Peullariseu Animal Medical Center,플라리스동물의료센터,,江南区,Gangnam-gu,서울 강남구 언주로 627,,,,37.512519,127.035126,,0,"https://www.google.com/maps/search/?api=1&query=37.512519,127.035126",동물병원
93,動物病院,Veterinary clinic,ハナカ動物病院,Hanaka Animal Hospital,하나카동물병원,,江南区,Gangnam-gu,서울 강남구 역삼로 138,02-566-5852,,https://blog.naver.com/vethanaka,37.494263,127.034693,4.5,4,"https://www.google.com/maps/search/?api=1&query=37.494263,127.034693",동물병원
94,動物病院,Veterinary clinic,ハン動物病院,Han Animal Hospital,한동물병원,,江南区,Gangnam-gu,서울 강남구 논현로10길 14,02-575-7581,,,37.474256,127.049797,,1,"https://www.google.com/maps/search/?api=1&query=37.474256,127.049797",동물병원
95,動物病院,Veterinary clinic,ヘイドン動物病院,Heideun Animal Hospital,헤이든동물병원,,江南区,Gangnam-gu,서울 강남구 언주로7길 6,02-6207-5551,,https://blog.naver.com/heydenamc,37.478456,127.055568,5.0,123,"https://www.google.com/maps/search/?api=1&query=37.478456,127.055568",동물병원
96,動物病院,Veterinary clinic,ヒェミン動物病院,Hyemin Animal Hospital,혜민동물병원,,江南区,Gangnam-gu,서울 강남구 봉은사로57길 59,02-454-8275,,https://blog.naver.com/hyeminpet,37.514583,127.043738,4.0,10,"https://www.google.com/maps/search/?api=1&query=37.514583,127.043738",동물병원
97,動物病院,Veterinary clinic,ヒルスター動物病院,Hil Star Animal Hospital,힐스타동물병원,,江南区,Gangnam-gu,서울 강남구 자곡로 204-5,02-445-5022,,http://blog.naver.com/hillstar22,37.474519,127.105463,4.6,42,"https://www.google.com/maps/search/?api=1&query=37.474519,127.105463",동물병원
98,動物病院,Veterinary clinic,24時間ドパーク動物医療センター,24 Sideo Park Animal Medical Center,24시더파크동물의료센터,はい/Yes,江東区,Gangdong-gu,서울 강동구 성내로 48,02-6949-2475,,,37.528462,127.125514,5.0,185,"https://www.google.com/maps/search/?api=1&query=37.528462,127.125514",동물병원
99,動物病院,Veterinary clinic,Dr. チュ 動物病院,Dr. Ju Animal Hospital,Dr. 주 동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로 1376,02-470-0030,,https://blog.naver.com/bestoda,37.528834,127.137194,3.3,98,"https://www.google.com/maps/search/?api=1&query=37.528834,127.137194",동물병원
100,動物病院,Veterinary clinic,GD 動物病院,GD Animal Hospital,GD 동물병원,,江東区,Gangdong-gu,서울 강동구 상일로 13,,,,37.548245,127.173107,1.8,0,"https://www.google.com/maps/search/?api=1&query=37.548245,127.173107",동물병원
101,動物病院,Veterinary clinic,カナ動物病院,Gana Animal Hospital,가나동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로 101,02-441-8588,,,37.554942,127.136728,,0,"https://www.google.com/maps/search/?api=1&query=37.554942,127.136728",동물병원
102,動物病院,Veterinary clinic,カラム動物病院,Garam Animal Hospital,가람동물병원,,江東区,Gangdong-gu,서울 강동구 성내로 36,02-484-5502,,,37.529061,127.12423,3.7,1,"https://www.google.com/maps/search/?api=1&query=37.529061,127.12423",동물병원
103,動物病院,Veterinary clinic,カンドン24時間 SKY動物医療センター,Gangdong 24h SKY Animal Medical Center,강동24시 SKY동물의료센터,はい/Yes,江東区,Gangdong-gu,서울 강동구 천호대로 1122,02-472-7579,,,37.534331,127.135999,2.3,9,"https://www.google.com/maps/search/?api=1&query=37.534331,127.135999",동물병원
104,動物病院,Veterinary clinic,カンドン動物病院,Gangdong Animal Hospital,강동동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로121길 13,,,,37.542334,127.140808,4.3,0,"https://www.google.com/maps/search/?api=1&query=37.542334,127.140808",동물병원
105,動物病院,Veterinary clinic,カンドンアイアン動物医療センター,Gangdongaian Animal Medical Center,강동아이안동물의료센터,,江東区,Gangdong-gu,서울 강동구 고덕로 262,02-441-2202,,https://blog.naver.com/aianamc,37.554668,127.154623,,326,"https://www.google.com/maps/search/?api=1&query=37.554668,127.154623",동물병원
106,動物病院,Veterinary clinic,カンドンクンスプ動物病院,Gangdongkeunsup Animal Hospital,강동큰숲동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로 1384,02-6958-7975,,,37.52974,127.137366,5.0,9,"https://www.google.com/maps/search/?api=1&query=37.52974,127.137366",동물병원
107,動物病院,Veterinary clinic,コドク24時間動物病院,Godeok 24h Animal Hospital,고덕24시동물병원,はい/Yes,江東区,Gangdong-gu,서울 강동구 동남로 877,02-6227-8275,,,37.551981,127.155805,4.0,3,"https://www.google.com/maps/search/?api=1&query=37.551981,127.155805",동물병원
108,動物病院,Veterinary clinic,コドクゴレヒル動物病院,Godeokgoraehil Animal Hospital,고덕고래힐동물병원,,江東区,Gangdong-gu,서울 강동구 아리수로50길 50,02-441-5515,,http://blog.naver.com/goraehillah,37.558453,127.151129,5.0,23,"https://www.google.com/maps/search/?api=1&query=37.558453,127.151129",동물병원
109,動物病院,Veterinary clinic,コドク動物医療センター,Godeok Animal Medical Center,고덕동물의료센터,,江東区,Gangdong-gu,서울 강동구 고덕로 399,02-441-7585,,http://blog.naver.com/godeokamc,37.557439,127.170458,5.0,4,"https://www.google.com/maps/search/?api=1&query=37.557439,127.170458",동물병원
110,動物病院,Veterinary clinic,クミン動物病院 動物ヤクグク,Gumin Animal Hospital Animal Yakguk,구민동물병원 동물약국,,江東区,Gangdong-gu,서울 강동구 양재대로127길 31,02-543-1945,,,37.545424,127.140968,5.0,2,"https://www.google.com/maps/search/?api=1&query=37.545424,127.140968",동물병원
111,動物病院,Veterinary clinic,キルジョンハプ動物病院,Giljonghap Animal Hospital,길종합동물병원,,江東区,Gangdong-gu,서울 강동구 천호대로 1199,02-484-0075,,,37.535015,127.144123,3.7,2,"https://www.google.com/maps/search/?api=1&query=37.535015,127.144123",동물병원
112,動物病院,Veterinary clinic,キムテファ動物病院,Gimtaehwa Animal Hospital,김태화동물병원,,江東区,Gangdong-gu,서울 강동구 천호대로 1186,02-486-4252,,,37.533977,127.143232,4.3,0,"https://www.google.com/maps/search/?api=1&query=37.533977,127.143232",동물병원
113,動物病院,Veterinary clinic,ネプメ動物病院,Naepume Animal Hospital,내품에동물병원,,江東区,Gangdong-gu,서울 강동구 천호대로 1120,02-477-1775,,https://blog.naver.com/mylovehug,37.534542,127.135508,4.8,3,"https://www.google.com/maps/search/?api=1&query=37.534542,127.135508",동물병원
114,動物病院,Veterinary clinic,ヌル動物医療センター,Neul Animal Medical Center,늘동물의료센터,,江東区,Gangdong-gu,서울 강동구 상일로12길 89,0503-7154-2244,,https://neulamc.co.kr,37.556415,127.173002,5.0,5,"https://www.google.com/maps/search/?api=1&query=37.556415,127.173002",동물병원
115,動物病院,Veterinary clinic,ヌルサラン動物病院,Neulsarang Animal Hospital,늘사랑동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로 162,02-442-2223,,,37.554523,127.143425,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.554523,127.143425",동물병원
116,動物病院,Veterinary clinic,タレ,Darae,다래,,江東区,Gangdong-gu,서울 강동구 구천면로 289,02-474-0117,,,37.545813,127.133496,3.7,0,"https://www.google.com/maps/search/?api=1&query=37.545813,127.133496",동물병원
117,動物病院,Veterinary clinic,タクトピョ動物病院,Dakteopyo Animal Hospital,닥터표동물병원,,江東区,Gangdong-gu,서울 강동구 올림픽로 566,02-484-4063,,,37.532077,127.121447,,2,"https://www.google.com/maps/search/?api=1&query=37.532077,127.121447",동물병원
118,動物病院,Veterinary clinic,トダム動物病院 カンドン,Dodam Animal Hospital Gangdong,도담동물병원 강동,,江東区,Gangdong-gu,서울 강동구 상일로 153,02-6953-7512,,https://blog.naver.com/whycort76,37.560666,127.170462,5.0,313,"https://www.google.com/maps/search/?api=1&query=37.560666,127.170462",동물병원
119,動物病院,Veterinary clinic,トルボム動物病院,Dolbom Animal Hospital,돌봄동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로 133,02-426-2775,,,37.555251,127.140348,4.0,0,"https://www.google.com/maps/search/?api=1&query=37.555251,127.140348",동물병원
120,動物病院,Veterinary clinic,動物病院コンガム,Animal Hospital Gonggam,동물병원공감,,江東区,Gangdong-gu,서울 강동구 양재대로 1609,02-484-7975,http://www.instagram.com/gonggam_amc,,37.549276,127.143438,,9,"https://www.google.com/maps/search/?api=1&query=37.549276,127.143438",동물병원
121,動物病院,Veterinary clinic,動物ヨンサンウィハクセンター ナウムゴヤンイ病院,Animal Yeongsanguihak Center Naeumgoyangi Clinic,동물영상의학센터 나음고양이병원,,江東区,Gangdong-gu,서울 강동구 천호대로 1171,,,,37.534114,127.141413,1.0,0,"https://www.google.com/maps/search/?api=1&query=37.534114,127.141413",동물병원
122,動物病院,Veterinary clinic,トゥル動物病院,Duru Animal Hospital,두루동물병원,,江東区,Gangdong-gu,서울 강동구 구천면로 498-1,02-442-7772,,,37.549014,127.153699,3.4,1,"https://www.google.com/maps/search/?api=1&query=37.549014,127.153699",동물병원
123,動物病院,Veterinary clinic,トゥンチョン動物病院,Dunchon Animal Hospital,둔촌동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로 1385,,,,37.529923,127.136685,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.529923,127.136685",동물병원
124,動物病院,Veterinary clinic,トゥンチュン動物病院,Dunchun Animal Hospital,둔춘동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로 1385,,,,37.529915,127.136659,,0,"https://www.google.com/maps/search/?api=1&query=37.529915,127.136659",동물병원
125,動物病院,Veterinary clinic,ロヤル動物メディカルセンター カンドン,Royal Animal Medical Center Gangdong,로얄동물메디컬센터 강동,,江東区,Gangdong-gu,서울 강동구 천호대로 1171,02-457-0075,,http://royalamcgd.com/,37.534127,127.1414,,96,"https://www.google.com/maps/search/?api=1&query=37.534127,127.1414",동물병원
126,動物病院,Veterinary clinic,ルリ動物病院,Ruri Animal Hospital,루리동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로 353,02-2088-1010,,https://blog.naver.com/luliamc,37.557625,127.164763,5.0,61,"https://www.google.com/maps/search/?api=1&query=37.557625,127.164763",동물병원
127,動物病院,Veterinary clinic,メイプル動物医療センター,Meipeul Animal Medical Center,메이플동물의료센터,,江東区,Gangdong-gu,서울 강동구 아리수로93나길 60,02-426-7979,,http://blog.naver.com/mapleamc,37.572291,127.175164,,25,"https://www.google.com/maps/search/?api=1&query=37.572291,127.175164",동물병원
128,動物病院,Veterinary clinic,モヨラ 動物病院,Moyeora Animal Hospital,모여라 동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로80길 99,,,,37.553282,127.168125,5.0,0,"https://www.google.com/maps/search/?api=1&query=37.553282,127.168125",동물병원
129,動物病院,Veterinary clinic,ミドミ動物医療センター,Mideumi Animal Medical Center,미드미동물의료센터,,江東区,Gangdong-gu,서울 강동구 양재대로 1588,02-6497-7582,https://www.instagram.com/midmiamc,,37.547272,127.14367,4.2,116,"https://www.google.com/maps/search/?api=1&query=37.547272,127.14367",동물병원
130,動物病院,Veterinary clinic,ミサラン 動物病院,Misarang Animal Hospital,미사랑 동물병원,,江東区,Gangdong-gu,서울 강동구 고덕로14길 61,,,,37.551927,127.131208,,0,"https://www.google.com/maps/search/?api=1&query=37.551927,127.131208",동물병원
131,動物病院,Veterinary clinic,パクヒョンウ動物病院,Bakhyeongu Animal Hospital,박형우동물병원,,江東区,Gangdong-gu,서울 강동구 올림픽로 568,02-488-8275,,,37.532201,127.12151,4.6,0,"https://www.google.com/maps/search/?api=1&query=37.532201,127.12151",동물병원
132,動物病院,Veterinary clinic,パンジュ動物医療センター,Bangju Animal Medical Center,방주동물의료센터,,江東区,Gangdong-gu,서울 강동구 양재대로 1299,02-476-3927,,https://blog.naver.com/bangzoo_animals,37.522537,127.133616,4.5,188,"https://www.google.com/maps/search/?api=1&query=37.522537,127.133616",동물병원
133,動物病院,Veterinary clinic,ペベ動物病院,Bebe Animal Hospital,베베동물병원,,江東区,Gangdong-gu,서울 강동구 올림픽로78길 60,02-475-7579,,"https://map.naver.com/p/entry/place/1809594378?c=19.07,0,0,0,dh",37.541007,127.127714,5.0,47,"https://www.google.com/maps/search/?api=1&query=37.541007,127.127714",동물병원
134,動物病院,Veterinary clinic,サラン動物病院,Sarang Animal Hospital,사랑동물병원,,江東区,Gangdong-gu,서울 강동구 천중로49길 4,02-6403-1750,,,37.541185,127.143046,3.0,8,"https://www.google.com/maps/search/?api=1&query=37.541185,127.143046",동물병원
135,動物病院,Veterinary clinic,サランイインヌン動物病院,Sarangiinneun Animal Hospital,사랑이있는동물병원,,江東区,Gangdong-gu,서울 강동구 구천면로 446,02-428-7893,,,37.549276,127.147747,,0,"https://www.google.com/maps/search/?api=1&query=37.549276,127.147747",동물병원
136,動物病院,Veterinary clinic,サランイインヌン動物病院 ピョルグァン,Sarangiinneun Animal Hospital Byeolgwan,사랑이있는동물병원 별관,,江東区,Gangdong-gu,서울 강동구 구천면로 446,02-428-7893,,,37.549276,127.147747,,0,"https://www.google.com/maps/search/?api=1&query=37.549276,127.147747",동물병원
137,動物病院,Veterinary clinic,サンイルッスダムッスダム動物病院,Sangilsseudamsseudam Animal Hospital,상일쓰담쓰담동물병원,,江東区,Gangdong-gu,서울 강동구 구천면로 670,02-2135-8257,,,37.55086,127.172377,4.0,8,"https://www.google.com/maps/search/?api=1&query=37.55086,127.172377",동물병원
138,動物病院,Veterinary clinic,ソウラルレルギ動物病院,Seourallereugi Animal Hospital,서울알레르기동물병원,,江東区,Gangdong-gu,서울 강동구 양재대로 1581,02-2039-8075,,,37.546819,127.142921,5.0,202,"https://www.google.com/maps/search/?api=1&query=37.546819,127.142921",동물병원
139,動物病院,Veterinary clinic,ソク動物病院,Seok Animal Hospital,석동물병원,,江東区,Gangdong-gu,서울 강동구 성안로 16,02-475-7501,,,37.525203,127.129644,5.0,1,"https://www.google.com/maps/search/?api=1&query=37.525203,127.129644",동물병원
140,動物病院,Veterinary clinic,ソンネ動物病院,Seongnae Animal Hospital,성내동물병원,,江東区,Gangdong-gu,서울 강동구 풍성로 145,02-484-5252,,,37.531256,127.128097,,0,"https://www.google.com/maps/search/?api=1&query=37.531256,127.128097",동물병원
141,動物病院,Veterinary clinic,セジョン動物病院,Sejong Animal Hospital,세종동물병원,,江東区,Gangdong-gu,서울 강동구 구천면로 237,02-484-8414,,,37.541737,127.130433,,0,"https://www.google.com/maps/search/?api=1&query=37.541737,127.130433",동물병원
142,動物病院,Veterinary clinic,スマート動物病院 カンドンアムサジョム,Seu Mart Animal Hospital Gangdongamsajeom,스마트동물병원 강동암사점,,江東区,Gangdong-gu,서울 강동구 고덕로 110,02-442-8875,,http://blog.naver.com/smart7582,37.554555,127.137617,3.7,3,"https://www.google.com/maps/search/?api=1&query=37.554555,127.137617",동물병원
